เดือน,จังหวัด, อัตราการเข้าพักปี 2567 , อัตราการเข้าพักปี 2566 ,%การเปลี่ยนแปลง, จำนวนผู้เข้าพักปี 2567 (คน)  , จำนวนผู้เข้าพักปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนทั้งหมดปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนคนไทยปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนคนไทยปี 2566 (คน) ,%การเปลี่ยนแปลง, จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (คน) , จำนวนผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (คน) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนคนไทยปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนคนไทยปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง, รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2567 (ล้านบาท) , รายได้จากผู้เยี่ยมเยือนชาวต่างชาติปี 2566 (ล้านบาท) ,%การเปลี่ยนแปลง,จำนวนอุทยานแห่งชาติ,จำนวนสถานที่ท่องเที่ยว
มกราคม,กรุงเทพมหานคร,82.23,73.53,8.70,3067096,2480644,23.64,5097274,4440412,14.79,2665097,2487365,7.15,2432177,1953047,24.53,76337.80,62268.22,22.60,17970.96,15770.84,13.95,58366.84,46497.38,25.53,0,177
มกราคม,กาญจนบุรี,67.53,66.27,1.26,316317,322806,-2.01,1199148,1315070,-8.81,1162298,1297595,-10.43,36850,17475,110.87,2995.38,3322.70,-9.85,2834.84,3230.20,-12.24,160.54,92.50,73.56,6,95
มกราคม,นครปฐม,55.50,49.05,6.45,82542,75085,9.93,369365,276759,33.46,362572,272839,32.89,6793,3920,73.29,576.62,426.00,35.36,561.28,416.94,34.62,15.34,9.06,69.32,0,66
มกราคม,ประจวบศิรีขันธ์,77.28,78.37,-1.09,533748,538449,-0.87,1020388,1090646,-6.44,956131,1052215,-9.13,64257,38431,67.20,4797.81,3852.55,24.54,4121.76,3471.16,18.74,676.05,381.39,77.26,4,64
มกราคม,เพชรบุรี,76.16,68.87,7.29,384011,360976,6.38,985163,948650,3.85,961492,936874,2.63,23671,11776,101.01,3208.58,2590.34,23.87,3059.76,2532.55,20.82,148.82,57.79,157.52,1,58
มกราคม,ราชบุรี,61.85,62.45,-0.60,103976,104756,-0.74,253383,222994,13.63,240056,211674,13.41,13327,11320,17.73,512.09,398.11,28.63,481.97,375.07,28.50,30.12,23.04,30.73,1,71
มกราคม,สมุทรปราการ,55.20,49.88,5.32,106774,97488,9.53,380582,293151,29.82,295646,222257,33.02,84936,70894,19.81,746.48,567.58,31.52,477.86,350.13,36.48,268.62,217.45,23.53,0,41
มกราคม,สมุทรสงคราม,60.72,59.81,0.91,76532,75621,1.20,554587,609898,-9.07,543227,598645,-9.26,11360,11253,0.95,705.54,673.36,4.78,686.17,655.47,4.68,19.37,17.89,8.27,0,39
มกราคม,สมุทรสาคร,45.42,44.57,0.85,30630,30410,0.72,148345,95707,55.00,147146,94580,55.58,1199,1127,6.39,243.97,156.56,55.83,241.43,154.31,56.46,2.54,2.25,12.89,0,36
มกราคม,ชัยนาท,51.33,42.52,8.81,21324,18595,14.68,97270,73713,31.96,96700,73130,32.23,570,583,-2.23,149.29,107.65,38.68,148.18,106.75,38.81,1.11,0.90,23.33,0,36
มกราคม,นนทบุรี,57.81,53.10,4.71,102843,88608,16.07,350089,315004,11.14,331048,299556,10.51,19041,15448,23.26,578.71,515.85,12.19,529.03,476.35,11.06,49.68,39.50,25.77,0,76
มกราคม,ปทุมธานี,56.37,41.49,14.88,70078,54982,27.46,284701,211029,34.91,258842,192477,34.48,25859,18552,39.39,449.27,315.49,42.40,395.37,281.30,40.55,53.90,34.19,57.65,0,57
มกราคม,พระนครศรีอยุธยา,60.21,62.66,-2.45,86361,88788,-2.73,964234,883433,9.15,789999,770049,2.59,174235,113384,53.67,1947.78,1565.82,24.39,1529.74,1320.75,15.82,418.04,245.07,70.58,0,84
มกราคม,ลพบุรี,58.73,60.19,-1.46,75586,77416,-2.36,383133,398057,-3.75,380787,396249,-3.90,2346,1808,29.76,660.37,594.19,11.14,655.45,591.10,10.89,4.92,3.09,59.22,0,47
มกราคม,สระบุรี,63.79,62.34,1.45,89850,85007,5.70,417446,378123,10.40,410596,374705,9.58,6850,3418,100.41,764.86,641.63,19.21,751.85,635.55,18.30,13.01,6.08,113.98,2,50
มกราคม,สิงห์บุรี,59.12,41.74,17.38,20288,14786,37.21,70868,54548,29.92,70167,53906,30.17,701,642,9.19,120.08,82.34,45.83,118.93,81.40,46.11,1.15,0.94,22.34,0,36
มกราคม,สุพรรณบุรี,68.92,66.25,2.67,92936,108515,-14.36,539935,547710,-1.42,535465,543482,-1.48,4470,4228,5.72,957.28,880.02,8.78,947.14,870.96,8.75,10.14,9.06,11.92,1,62
มกราคม,อ่างทอง,52.07,44.93,7.14,13190,10776,22.40,93654,72264,29.60,92826,71620,29.61,828,644,28.57,128.52,87.35,47.13,127.26,86.43,47.24,1.26,0.92,36.96,0,58
มกราคม,จันทบุรี,57.92,56.59,1.33,108017,100122,7.89,258175,315099,-18.07,255184,312656,-18.38,2991,2443,22.43,1015.75,999.07,1.67,1000.93,987.25,1.39,14.82,11.82,25.38,3,53
มกราคม,ฉะเชิงเทรา,47.98,42.48,5.50,37136,31786,16.83,542407,473867,14.46,540838,472608,14.44,1569,1259,24.62,683.28,550.12,24.21,680.08,548.17,24.06,3.20,1.95,64.10,0,48
มกราคม,ชลบุรี,84.47,71.87,12.60,1579880,1391879,13.51,2163066,2135864,1.27,1143640,1388394,-17.63,1019426,747470,36.38,28931.90,23573.74,22.73,7019.43,7872.94,-10.84,21912.47,15700.80,39.56,0,103
มกราคม,ตราด,55.73,55.28,0.45,167797,142421,17.82,196194,166202,18.05,159374,149768,6.41,36820,16434,124.05,1516.17,1187.02,27.73,1002.11,960.95,4.28,514.06,226.07,127.39,3,60
มกราคม,นครนายก,68.01,58.93,9.08,125245,91498,36.88,256893,136815,87.77,255661,135724,88.37,1232,1091,12.92,689.28,439.06,56.99,684.34,434.89,57.36,4.94,4.17,18.47,0,53
มกราคม,ปราจีนบุรี,51.98,46.91,5.07,70954,62064,14.32,124165,103479,19.99,123209,102838,19.81,956,641,49.14,368.02,306.77,19.97,364.68,304.72,19.68,3.34,2.05,62.93,1,39
มกราคม,ระยอง,73.12,67.43,5.69,284560,251728,13.04,463534,413199,12.18,394523,381436,3.43,69011,31763,117.27,2155.90,1641.94,31.30,1670.74,1427.33,17.05,485.16,214.61,126.07,0,77
มกราคม,สระแก้ว,55.36,48.39,6.97,49134,43633,12.61,133841,107332,24.70,129231,105912,22.02,4610,1420,224.65,414.77,349.98,18.51,400.55,343.80,16.51,14.22,6.18,130.10,0,54
มกราคม,กระบี่,65.03,59.31,5.72,272251,201261,35.27,502358,310397,61.84,243105,165508,46.88,259253,144889,78.93,7491.73,4693.80,59.61,2366.94,2123.03,11.49,5124.79,2570.77,99.35,1,61
มกราคม,ชุมพร,64.01,56.42,7.59,117353,92733,26.55,163639,121224,34.99,157736,120288,31.13,5903,936,530.66,639.12,455.13,40.43,623.43,451.33,38.13,15.69,3.80,312.89,1,79
มกราคม,นครศรีธรรมราช,70.49,60.51,9.98,201691,161130,25.17,353580,265290,33.28,347927,264006,31.79,5653,1284,340.26,1330.92,914.90,45.47,1307.04,908.43,43.88,23.88,6.47,269.09,1,79
มกราคม,พังงา,70.72,59.54,11.18,114738,97674,17.47,338563,262474,28.99,145773,129409,12.65,192790,133065,44.88,4437.81,3419.30,29.79,1251.26,1126.10,11.11,3186.55,2293.20,38.96,3,63
มกราคม,ภูเก็ต,79.97,77.31,2.66,1033039,829916,24.48,1213907,985536,23.17,287306,313221,-8.27,926601,672315,37.82,47181.35,35079.46,34.50,2817.32,3170.01,-11.13,44364.03,31909.45,39.03,0,78
มกราคม,ระนอง,57.28,50.45,6.83,51374,39336,30.60,69010,52355,31.81,67521,51536,31.02,1489,819,81.81,255.19,189.54,34.64,247.66,184.43,34.28,7.53,5.11,47.36,4,58
มกราคม,สุราษฎร์ธานี,80.10,68.57,11.53,543759,439858,23.62,707114,545042,29.74,341004,247905,37.55,366110,297137,23.21,11694.96,10043.91,16.44,2479.51,1970.06,25.86,9215.45,8073.85,14.14,4,80
มกราคม,ตรัง,64.13,48.80,15.33,80730,70045,15.25,139393,109230,27.61,129290,100646,28.46,10103,8584,17.70,635.46,517.64,22.76,556.30,443.47,25.44,79.16,74.17,6.73,0,49
มกราคม,นราธิวาส,61.35,49.90,11.45,48472,32991,46.92,105720,69983,51.07,45502,28745,58.30,60218,41238,46.03,362.46,247.62,46.38,134.08,85.10,57.56,228.38,162.52,40.52,0,33
มกราคม,ปัตตานี,51.76,41.29,10.47,21824,15375,41.94,46528,26427,76.06,32693,22416,45.85,13835,4011,244.93,141.27,78.96,78.91,97.71,67.15,45.51,43.56,11.81,268.84,0,46
มกราคม,พัทลุง,64.28,60.78,3.50,53745,50786,5.83,139265,101932,36.63,133428,100694,32.51,5837,1238,371.49,287.61,223.81,28.51,277.75,221.35,25.48,9.86,2.46,300.81,0,33
มกราคม,ยะลา,75.36,78.86,-3.50,85664,91493,-6.37,148455,126650,17.22,89457,79321,12.78,58998,47329,24.66,551.44,415.32,32.77,305.10,226.79,34.53,246.34,188.53,30.66,0,36
มกราคม,สงขลา,73.94,55.92,18.02,365998,297798,22.90,645364,478810,34.78,314561,293016,7.35,330803,185794,78.05,4002.49,3285.32,21.83,1829.54,1930.08,-5.21,2172.95,1355.24,60.34,0,62
มกราคม,สตูล,67.25,59.49,7.76,95337,90097,5.82,167618,165287,1.41,139774,136719,2.23,27844,28568,-2.53,1006.71,950.05,5.96,795.90,745.45,6.77,210.81,204.60,3.04,0,59
มกราคม,เชียงราย,89.11,84.51,4.60,467713,441252,6.00,701524,660904,6.15,602582,587728,2.53,98942,73176,35.21,5414.07,4811.70,12.52,4516.31,4126.24,9.45,897.76,685.46,30.97,0,106
มกราคม,เชียงใหม่,89.53,84.61,4.92,815178,770434,5.81,1221890,1170298,4.41,885685,907744,-2.43,336205,262554,28.05,10713.05,9269.47,15.57,6599.66,6501.49,1.51,4113.39,2767.98,48.61,0,159
มกราคม,น่าน,84.60,89.15,-4.55,115788,105190,10.08,152268,160584,-5.18,149465,158654,-5.79,2803,1930,45.23,417.11,459.01,-9.13,402.67,449.98,-10.51,14.44,9.03,59.91,0,66
มกราคม,พะเยา,75.12,75.16,-0.04,50305,49098,2.46,105868,104082,1.72,100587,98723,1.89,5281,5359,-1.46,234.18,225.99,3.62,221.02,213.84,3.36,13.16,12.15,8.31,0,46
มกราคม,แพร่,70.83,72.56,-1.73,53590,50816,5.46,126715,119069,6.42,123929,117825,5.18,2786,1244,123.95,285.78,266.84,7.10,279.46,263.53,6.04,6.32,3.31,90.94,0,67
มกราคม,แม่ฮ่องสอน,63.34,61.01,2.33,116736,111174,5.00,125394,120260,4.27,102098,100935,1.15,23296,19325,20.55,606.80,562.49,7.88,452.73,440.35,2.81,154.07,122.14,26.14,0,73
มกราคม,ลำปาง,67.21,61.47,5.74,78781,73578,7.07,175116,170200,2.89,164864,163015,1.13,10252,7185,42.69,549.01,521.19,5.34,501.05,489.64,2.33,47.96,31.55,52.01,0,61
มกราคม,ลำพูน,65.23,61.02,4.21,33755,29853,13.07,122190,115826,5.49,113448,106799,6.23,8742,9027,-3.16,185.30,170.12,8.92,166.37,150.06,10.87,18.93,20.06,-5.63,0,63
มกราคม,กำแพงเพชร,43.25,40.84,2.41,34610,34677,-0.19,75821,76182,-0.47,72954,73307,-0.48,2867,2875,-0.28,156.70,143.61,9.11,150.17,137.54,9.18,6.53,6.07,7.58,0,35
มกราคม,ตาก,76.65,67.26,9.39,151687,151702,-0.01,210565,200785,4.87,205398,195920,4.84,5167,4865,6.21,708.66,657.02,7.86,686.05,639.42,7.29,22.61,17.60,28.47,0,75
มกราคม,นครสวรรค์,57.24,52.87,4.37,97444,88223,10.45,204358,194177,5.24,202896,193219,5.01,1462,958,52.61,510.50,531.33,-3.92,505.90,528.42,-4.26,4.60,2.91,58.08,0,64
มกราคม,พิจิตร,55.43,54.36,1.07,31954,32667,-2.18,62625,65555,-4.47,62412,65380,-4.54,213,175,21.71,133.42,139.37,-4.27,132.97,139.00,-4.34,0.45,0.37,21.62,0,43
มกราคม,พิษณุโลก,55.89,52.04,3.85,160428,147689,8.63,303901,281956,7.78,288213,272653,5.71,15688,9303,68.63,860.33,753.54,14.17,805.27,726.64,10.82,55.06,26.90,104.68,0,41
มกราคม,เพชรบูรณ์,65.78,60.39,5.39,242168,221971,9.10,301759,266582,13.20,293557,258209,13.69,8202,8373,-2.04,1043.41,896.97,16.33,1021.60,877.85,16.38,21.81,19.12,14.07,0,66
มกราคม,สุโขทัย,41.96,36.85,5.11,57726,54714,5.50,126209,111059,13.64,101417,96087,5.55,24792,14972,65.59,324.31,272.22,19.14,252.66,226.62,11.49,71.65,45.60,57.13,0,49
มกราคม,อุตรดิตถ์,49.58,44.03,5.55,50553,46759,8.11,101146,93091,8.65,100334,92434,8.55,812,657,23.59,203.45,181.88,11.86,201.81,180.58,11.76,1.64,1.30,26.15,0,48
มกราคม,อุทัยธานี,53.84,49.63,4.21,33387,31591,5.69,90785,88209,2.92,90625,88091,2.88,160,118,35.59,152.50,139.53,9.30,152.10,139.29,9.20,0.40,0.24,66.67,0,48
มกราคม,กาฬสินธุ์,49.25,46.94,2.31,23198,22752,1.96,73928,86792,-14.82,73011,86205,-15.31,917,587,56.22,110.68,107.74,2.73,107.80,106.12,1.58,2.88,1.62,77.78,0,29
มกราคม,ขอนแก่น,71.36,60.61,10.75,209155,192287,8.77,433988,340834,27.33,422801,330887,27.78,11187,9947,12.47,1338.02,1094.01,22.30,1304.27,1062.88,22.71,33.75,31.13,8.42,0,52
มกราคม,นครพนม,76.48,74.58,1.90,71910,63028,14.09,196241,165595,18.51,181805,155909,16.61,14436,9686,49.04,325.38,244.68,32.98,301.32,230.74,30.59,24.06,13.94,72.60,0,39
มกราคม,บึงกาฬ,51.51,55.97,-4.46,33138,34138,-2.93,75169,65674,14.46,72354,63490,13.96,2815,2184,28.89,126.50,111.11,13.85,120.34,106.23,13.28,6.16,4.88,26.23,0,29
มกราคม,มหาสารคาม,55.67,59.90,-4.23,30740,33182,-7.36,58534,111383,-47.45,57563,110496,-47.90,971,887,9.47,100.04,130.44,-23.31,97.36,128.18,-24.04,2.68,2.26,18.58,0,29
มกราคม,เลย,71.01,62.06,8.95,126505,114934,10.07,206340,188023,9.74,203465,185438,9.72,2875,2585,11.22,491.39,448.87,9.47,478.78,437.75,9.37,12.61,11.12,13.40,0,63
มกราคม,สกลนคร,55.91,51.17,4.74,66265,57823,14.60,170277,151131,12.67,168921,150087,12.55,1356,1044,29.89,292.78,216.21,35.41,288.83,213.02,35.59,3.95,3.19,23.82,0,45
มกราคม,หนองคาย,65.48,63.37,2.11,99262,86149,15.22,288603,255754,12.84,209913,186473,12.57,78690,69281,13.58,622.37,565.57,10.04,458.73,429.79,6.73,163.64,135.78,20.52,0,30
มกราคม,หนองบัวลำภู,47.81,37.80,10.01,10915,9419,15.88,34128,30440,12.12,33758,30112,12.11,370,328,12.80,38.44,29.22,31.55,37.60,28.55,31.70,0.84,0.67,25.37,0,29
มกราคม,อุดรธานี,64.58,68.89,-4.31,148981,173538,-14.15,396857,408986,-2.97,315430,365968,-13.81,81427,43018,89.29,1060.28,970.51,9.25,805.27,853.37,-5.64,255.01,117.14,117.70,0,32
มกราคม,ชัยภูมิ,67.90,47.54,20.36,81801,59946,36.46,170270,105243,61.79,169302,104642,61.79,968,601,61.06,260.05,165.21,57.41,257.59,163.75,57.31,2.46,1.46,68.49,0,47
มกราคม,นครราชสีมา,71.88,69.23,2.65,457655,399374,14.59,770924,669290,15.19,745303,657212,13.40,25621,12078,112.13,1892.99,1518.94,24.63,1787.11,1480.35,20.72,105.88,38.59,174.37,1,97
มกราคม,บุรีรัมย์,76.65,76.04,0.61,154909,146678,5.61,320688,315114,1.77,315012,310965,1.30,5676,4149,36.80,784.02,664.77,17.94,766.88,653.83,17.29,17.14,10.94,56.67,1,41
มกราคม,มุกดาหาร,53.90,55.39,-1.49,43721,47613,-8.17,168152,174783,-3.79,154456,164705,-6.22,13696,10078,35.90,326.18,262.53,24.24,291.83,240.53,21.33,34.35,22.00,56.14,0,44
มกราคม,ยโสธร,46.15,39.78,6.37,13769,10918,26.11,54623,40654,34.36,54396,40504,34.30,227,150,51.33,84.64,46.78,80.93,84.07,46.50,80.80,0.57,0.28,103.57,0,22
มกราคม,ร้อยเอ็ด,49.32,63.06,-13.74,34745,47078,-26.20,73077,99633,-26.65,72242,98753,-26.85,835,880,-5.11,126.26,159.84,-21.01,124.06,157.54,-21.25,2.20,2.30,-4.35,0,37
มกราคม,ศรีษะเกษ,51.21,41.60,9.61,29717,25557,16.28,92133,64693,42.42,91551,64251,42.49,582,442,31.67,141.71,95.67,48.12,139.99,94.55,48.06,1.72,1.12,53.57,0,38
มกราคม,สุรินทร์,62.25,58.80,3.45,83131,73114,13.70,117745,106109,10.97,114607,103737,10.48,3138,2372,32.29,234.88,203.55,15.39,225.27,197.60,14.00,9.61,5.95,61.51,0,36
มกราคม,อำนาจเจริญ,40.53,40.01,0.52,7161,6986,2.51,23748,23726,0.09,23241,23238,0.01,507,488,3.89,33.89,29.95,13.16,32.99,29.21,12.94,0.90,0.74,21.62,0,24
มกราคม,อุบลราชธานี,55.32,48.91,6.41,99936,88281,13.20,442366,316036,39.97,439330,314434,39.72,3036,1602,89.51,851.41,764.89,11.31,841.38,759.21,10.82,10.03,5.68,76.58,0,55
กุมภาพันธ์,กรุงเทพมหานคร,83.83,74.48,9.35,3022710,2428397,24.47,4740224,4240162,11.79,2206042,2281696,-3.32,2534182,1958466,29.40,75690.27,61093.21,23.89,14875.52,14466.82,2.83,60814.75,46626.39,30.43,0,177
กุมภาพันธ์,กาญจนบุรี,68.81,64.08,4.73,309961,297538,4.18,1175045,1204369,-2.43,1138924,1182952,-3.72,36121,21417,68.66,2935.20,3058.18,-4.02,2777.83,2944.81,-5.67,157.37,113.37,38.81,6,95
กุมภาพันธ์,นครปฐม,57.27,45.13,12.14,85835,69269,23.92,385098,255506,50.72,379520,252246,50.46,5578,3260,71.10,600.12,393.01,52.70,587.52,385.47,52.42,12.60,7.54,67.11,0,66
กุมภาพันธ์,ประจวบศิรีขันธ์,73.45,75.67,-2.22,488774,483404,1.11,928834,973794,-4.62,859142,926449,-7.27,69692,47345,47.20,4436.89,3526.12,25.83,3703.66,3056.27,21.18,733.23,469.85,56.06,4,64
กุมภาพันธ์,เพชรบุรี,73.48,67.15,6.33,348564,305920,13.94,889429,801604,10.96,863284,788212,9.52,26145,13392,95.23,2911.61,2196.41,32.56,2747.23,2130.69,28.94,164.38,65.72,150.12,1,58
กุมภาพันธ์,ราชบุรี,62.33,54.21,8.12,103046,78461,31.33,249766,167409,49.20,239300,158248,51.22,10466,9161,14.25,504.12,299.04,68.58,480.46,280.40,71.35,23.66,18.64,26.93,1,71
กุมภาพันธ์,สมุทรปราการ,57.41,47.57,9.84,108159,86044,25.70,364636,255194,42.89,268646,190352,41.13,95990,64842,48.04,737.80,498.76,47.93,434.22,299.87,44.80,303.58,198.89,52.64,0,41
กุมภาพันธ์,สมุทรสงคราม,58.89,58.06,0.83,68729,64672,6.27,496220,517652,-4.14,483554,504144,-4.08,12666,13508,-6.23,632.40,573.48,10.27,610.80,552.00,10.65,21.60,21.48,0.56,0,39
